Ensembl Gene ID	Ensembl Transcript ID	Ensembl Protein ID	Description	Chromosome Name	Gene Start (bp)	Gene End (bp)
ENSG00000131174	ENST00000373335		cytochrome c oxidase subunit VIIb [Source:HGNC Symbol;Acc:HGNC:2291]	X	77899438	77907373
ENSG00000131174	ENST00000481445	ENSP00000417656	cytochrome c oxidase subunit VIIb [Source:HGNC Symbol;Acc:HGNC:2291]	X	77899438	77907373
ENSG00000131174	ENST00000475465		cytochrome c oxidase subunit VIIb [Source:HGNC Symbol;Acc:HGNC:2291]	X	77899438	77907373
ENSG00000223611	ENST00000486479		suppressor of Ty 20 homolog (S. cerevisiae)-like 2 [Source:HGNC Symbol;Acc:HGNC:31797]	X	24310907	24313315
ENSG00000230376	ENST00000453590		mediator of cell motility 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:38504]	X	123765301	123765686
ENSG00000046647	ENST00000380523	ENSP00000369895	gem (nuclear organelle) associated protein 8 [Source:HGNC Symbol;Acc:HGNC:26044]	X	14008279	14029893
ENSG00000046647	ENST00000398355	ENSP00000381398	gem (nuclear organelle) associated protein 8 [Source:HGNC Symbol;Acc:HGNC:26044]	X	14008279	14029893
ENSG00000046647	ENST00000332885	ENSP00000369894	gem (nuclear organelle) associated protein 8 [Source:HGNC Symbol;Acc:HGNC:26044]	X	14008279	14029893
ENSG00000046647	ENST00000460203		gem (nuclear organelle) associated protein 8 [Source:HGNC Symbol;Acc:HGNC:26044]	X	14008279	14029893
ENSG00000046647	ENST00000477386		gem (nuclear organelle) associated protein 8 [Source:HGNC Symbol;Acc:HGNC:26044]	X	14008279	14029893
ENSG00000223731	ENST00000436466		suppressor of Ty 20 homolog (S. cerevisiae)-like 1 [Source:HGNC Symbol;Acc:HGNC:30773]	X	24362761	24365378
ENSG00000226902	ENST00000429986		coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39585]	X	123785009	123785451
ENSG00000170965	ENST00000359237	ENSP00000352173	placenta-specific 1 [Source:HGNC Symbol;Acc:HGNC:9044]	X	134565838	134764322
ENSG00000170965	ENST00000476971		placenta-specific 1 [Source:HGNC Symbol;Acc:HGNC:9044]	X	134565838	134764322
ENSG00000170965	ENST00000473897		placenta-specific 1 [Source:HGNC Symbol;Acc:HGNC:9044]	X	134565838	134764322
ENSG00000170965	ENST00000466797		placenta-specific 1 [Source:HGNC Symbol;Acc:HGNC:9044]	X	134565838	134764322
ENSG00000225071	ENST00000419089			X	24429573	24429920
ENSG00000276205	ENST00000618654			X	131221196	131221436
ENSG00000102001	ENST00000376251	ENSP00000365427	"calcium channel, voltage-dependent, L type, alpha 1F subunit [Source:HGNC Symbol;Acc:HGNC:1393]"	X	49205063	49233371
ENSG00000102001	ENST00000323022	ENSP00000321618	"calcium channel, voltage-dependent, L type, alpha 1F subunit [Source:HGNC Symbol;Acc:HGNC:1393]"	X	49205063	49233371
ENSG00000102001	ENST00000376265	ENSP00000365441	"calcium channel, voltage-dependent, L type, alpha 1F subunit [Source:HGNC Symbol;Acc:HGNC:1393]"	X	49205063	49233371
ENSG00000102001	ENST00000486943	ENSP00000418961	"calcium channel, voltage-dependent, L type, alpha 1F subunit [Source:HGNC Symbol;Acc:HGNC:1393]"	X	49205063	49233371
ENSG00000102001	ENST00000481035		"calcium channel, voltage-dependent, L type, alpha 1F subunit [Source:HGNC Symbol;Acc:HGNC:1393]"	X	49205063	49233371
ENSG00000102001	ENST00000480889		"calcium channel, voltage-dependent, L type, alpha 1F subunit [Source:HGNC Symbol;Acc:HGNC:1393]"	X	49205063	49233371
ENSG00000196970	ENST00000360035		nuclear RNA export factor 4 pseudogene [Source:HGNC Symbol;Acc:HGNC:8074]	X	102549965	102571695
ENSG00000196970	ENST00000416098		nuclear RNA export factor 4 pseudogene [Source:HGNC Symbol;Acc:HGNC:8074]	X	102549965	102571695
ENSG00000234039	ENST00000452914		"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:48849]"	X	86066227	86066468
ENSG00000125675	ENST00000616590	ENSP00000479607	"glutamate receptor, ionotropic, AMPA 3 [Source:HGNC Symbol;Acc:HGNC:4573]"	X	123184153	123490915
ENSG00000125675	ENST00000611689	ENSP00000478758	"glutamate receptor, ionotropic, AMPA 3 [Source:HGNC Symbol;Acc:HGNC:4573]"	X	123184153	123490915
ENSG00000125675	ENST00000541091	ENSP00000446440	"glutamate receptor, ionotropic, AMPA 3 [Source:HGNC Symbol;Acc:HGNC:4573]"	X	123184153	123490915
ENSG00000125675	ENST00000620443	ENSP00000478489	"glutamate receptor, ionotropic, AMPA 3 [Source:HGNC Symbol;Acc:HGNC:4573]"	X	123184153	123490915
ENSG00000125675	ENST00000479118		"glutamate receptor, ionotropic, AMPA 3 [Source:HGNC Symbol;Acc:HGNC:4573]"	X	123184153	123490915
ENSG00000125675	ENST00000477389		"glutamate receptor, ionotropic, AMPA 3 [Source:HGNC Symbol;Acc:HGNC:4573]"	X	123184153	123490915
ENSG00000125675	ENST00000460123		"glutamate receptor, ionotropic, AMPA 3 [Source:HGNC Symbol;Acc:HGNC:4573]"	X	123184153	123490915
ENSG00000125675	ENST00000622768	ENSP00000481554	"glutamate receptor, ionotropic, AMPA 3 [Source:HGNC Symbol;Acc:HGNC:4573]"	X	123184153	123490915
ENSG00000125675	ENST00000620581	ENSP00000481875	"glutamate receptor, ionotropic, AMPA 3 [Source:HGNC Symbol;Acc:HGNC:4573]"	X	123184153	123490915
ENSG00000225536	ENST00000394563		stress-induced phosphoprotein 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:49554]	X	86084716	86086339
ENSG00000229030	ENST00000424182			X	71848775	71849004
ENSG00000225882	ENST00000453902		long intergenic non-protein coding RNA 1456 [Source:HGNC Symbol;Acc:HGNC:50846]	X	17970197	18104644
ENSG00000204165	ENST00000438526	ENSP00000411354	chromosome X open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:33713]	X	71103889	71106788
ENSG00000204165	ENST00000466160		chromosome X open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:33713]	X	71103889	71106788
ENSG00000204165	ENST00000374251	ENSP00000363369	chromosome X open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:33713]	X	71103889	71106788
ENSG00000204165	ENST00000483257		chromosome X open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:33713]	X	71103889	71106788
ENSG00000101901	ENST00000487141	ENSP00000478130	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000371979	ENSP00000361047	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000394780	ENSP00000378260	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000622997	ENSP00000485420	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000624161	ENSP00000485181	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000468657	ENSP00000480638	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000624881	ENSP00000485093	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000473389	ENSP00000480711	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000482374	ENSP00000479632	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000492038	ENSP00000479483	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000622986	ENSP00000485067	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000486353	ENSP00000426892	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000495283	ENSP00000427093	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000623144	ENSP00000485279	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000470971	ENSP00000479424	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000489033	ENSP00000482257	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000623255	ENSP00000485333	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000471924	ENSP00000484523	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000623148	ENSP00000485658	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000436609	ENSP00000392990	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000482742	ENSP00000477513	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000623189	ENSP00000485392	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000470704		"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000623622	ENSP00000485624	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000490774		"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000486578		"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000460092		"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000461669		"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000474121	ENSP00000485400	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000485371		"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000487243		"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000623310	ENSP00000485071	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000610588	ENSP00000479731	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000251943	ENSP00000251943	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000101901	ENST00000621367	ENSP00000481509	"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]"	X	111665811	111760649
ENSG00000242732	ENST00000479991	ENSP00000418667	retrotransposon gag domain containing 4 [Source:HGNC Symbol;Acc:HGNC:29430]	X	72127110	72131901
ENSG00000242732	ENST00000609883	ENSP00000476792	retrotransposon gag domain containing 4 [Source:HGNC Symbol;Acc:HGNC:29430]	X	72127110	72131901
ENSG00000196933	ENST00000463445		ribosomal protein S26 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:31817]	X	72044545	72044892
ENSG00000225471	ENST00000432517			X	72159845	72160346
ENSG00000204131	ENST00000633930	ENSP00000488668	NHS-like 2 [Source:HGNC Symbol;Acc:HGNC:33737]	X	71910818	72161750
ENSG00000204131	ENST00000631833		NHS-like 2 [Source:HGNC Symbol;Acc:HGNC:33737]	X	71910818	72161750
ENSG00000204131	ENST00000631375	ENSP00000488715	NHS-like 2 [Source:HGNC Symbol;Acc:HGNC:33737]	X	71910818	72161750
ENSG00000204131	ENST00000632230	ENSP00000487835	NHS-like 2 [Source:HGNC Symbol;Acc:HGNC:33737]	X	71910818	72161750
ENSG00000204131	ENST00000373677		NHS-like 2 [Source:HGNC Symbol;Acc:HGNC:33737]	X	71910818	72161750
ENSG00000204131	ENST00000623354		NHS-like 2 [Source:HGNC Symbol;Acc:HGNC:33737]	X	71910818	72161750
ENSG00000204131	ENST00000510661	ENSP00000424079	NHS-like 2 [Source:HGNC Symbol;Acc:HGNC:33737]	X	71910818	72161750
ENSG00000230153	ENST00000437772			X	150915813	150920938
ENSG00000230153	ENST00000424539			X	150915813	150920938
ENSG00000228572	ENST00000431238			X	253743	255091
ENSG00000198932	ENST00000361600	ENSP00000355146	G protein-coupled receptor associated sorting protein 1 [Source:HGNC Symbol;Acc:HGNC:24834]	X	102651366	102659083
ENSG00000198932	ENST00000466098		G protein-coupled receptor associated sorting protein 1 [Source:HGNC Symbol;Acc:HGNC:24834]	X	102651366	102659083
ENSG00000198932	ENST00000444152	ENSP00000409420	G protein-coupled receptor associated sorting protein 1 [Source:HGNC Symbol;Acc:HGNC:24834]	X	102651366	102659083
ENSG00000198932	ENST00000415986	ENSP00000393691	G protein-coupled receptor associated sorting protein 1 [Source:HGNC Symbol;Acc:HGNC:24834]	X	102651366	102659083
ENSG00000198932	ENST00000537097	ENSP00000445683	G protein-coupled receptor associated sorting protein 1 [Source:HGNC Symbol;Acc:HGNC:24834]	X	102651366	102659083
ENSG00000227211	ENST00000446931			X	102615473	102615820
ENSG00000271147	ENST00000602463			X	102599512	102714671
ENSG00000271147	ENST00000465548			X	102599512	102714671
ENSG00000271147	ENST00000460026			X	102599512	102714671
ENSG00000271147	ENST00000475738			X	102599512	102714671
ENSG00000271147	ENST00000466616			X	102599512	102714671
ENSG00000271147	ENST00000602366			X	102599512	102714671
ENSG00000271147	ENST00000476910			X	102599512	102714671
ENSG00000271147	ENST00000486740			X	102599512	102714671
ENSG00000271147	ENST00000460793			X	102599512	102714671
ENSG00000156500	ENST00000495147		family with sequence similarity 122C [Source:HGNC Symbol;Acc:HGNC:25202]	X	134796789	134854610
ENSG00000156500	ENST00000370785	ENSP00000359821	family with sequence similarity 122C [Source:HGNC Symbol;Acc:HGNC:25202]	X	134796789	134854610
ENSG00000156500	ENST00000482240		family with sequence similarity 122C [Source:HGNC Symbol;Acc:HGNC:25202]	X	134796789	134854610
ENSG00000156500	ENST00000475361		family with sequence similarity 122C [Source:HGNC Symbol;Acc:HGNC:25202]	X	134796789	134854610
ENSG00000156500	ENST00000494709		family with sequence similarity 122C [Source:HGNC Symbol;Acc:HGNC:25202]	X	134796789	134854610
ENSG00000156500	ENST00000470657		family with sequence similarity 122C [Source:HGNC Symbol;Acc:HGNC:25202]	X	134796789	134854610
ENSG00000156500	ENST00000460216		family with sequence similarity 122C [Source:HGNC Symbol;Acc:HGNC:25202]	X	134796789	134854610
ENSG00000156500	ENST00000463842		family with sequence similarity 122C [Source:HGNC Symbol;Acc:HGNC:25202]	X	134796789	134854610
ENSG00000156500	ENST00000623326	ENSP00000485120	family with sequence similarity 122C [Source:HGNC Symbol;Acc:HGNC:25202]	X	134796789	134854610
ENSG00000156500	ENST00000370784	ENSP00000359820	family with sequence similarity 122C [Source:HGNC Symbol;Acc:HGNC:25202]	X	134796789	134854610
ENSG00000156500	ENST00000414371	ENSP00000402477	family with sequence similarity 122C [Source:HGNC Symbol;Acc:HGNC:25202]	X	134796789	134854610
ENSG00000224430	ENST00000445263		"makorin ring finger protein 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:7117]"	X	74161062	74162528
ENSG00000203397	ENST00000366220			X	74066083	74066592
ENSG00000223574	ENST00000450749		thiopurine S-methyltransferase pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:44567]	X	86128893	86129570
ENSG00000232928	ENST00000418231		"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:42171]"	X	74121012	74131923
ENSG00000271430	ENST00000603037			X	74200229	74242148
ENSG00000270050	ENST00000602441			X	102599657	102659712
ENSG00000223650	ENST00000431339		ubiquitin-like with PHD and ring finger domains 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39565]	X	74105572	74107958
ENSG00000271199	ENST00000603360			X	73958059	73969485
ENSG00000230986	ENST00000446138		"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:42172]"	X	74133004	74133114
ENSG00000125962	ENST00000246174	ENSP00000246174	"armadillo repeat containing, X-linked 5 [Source:HGNC Symbol;Acc:HGNC:25772]"	X	102599168	102604159
ENSG00000125962	ENST00000473968	ENSP00000473737	"armadillo repeat containing, X-linked 5 [Source:HGNC Symbol;Acc:HGNC:25772]"	X	102599168	102604159
ENSG00000125962	ENST00000604957	ENSP00000474720	"armadillo repeat containing, X-linked 5 [Source:HGNC Symbol;Acc:HGNC:25772]"	X	102599168	102604159
ENSG00000125962	ENST00000477663	ENSP00000474484	"armadillo repeat containing, X-linked 5 [Source:HGNC Symbol;Acc:HGNC:25772]"	X	102599168	102604159
ENSG00000125962	ENST00000479502	ENSP00000474470	"armadillo repeat containing, X-linked 5 [Source:HGNC Symbol;Acc:HGNC:25772]"	X	102599168	102604159
ENSG00000125962	ENST00000372742	ENSP00000361827	"armadillo repeat containing, X-linked 5 [Source:HGNC Symbol;Acc:HGNC:25772]"	X	102599168	102604159
ENSG00000237331	ENST00000458331		XIAP antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40078]	X	123872626	123873932
ENSG00000101966	ENST00000422098	ENSP00000405529	"X-linked inhibitor of apoptosis, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:592]"	X	123859724	123913979
ENSG00000101966	ENST00000481776		"X-linked inhibitor of apoptosis, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:592]"	X	123859724	123913979
ENSG00000101966	ENST00000497906		"X-linked inhibitor of apoptosis, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:592]"	X	123859724	123913979
ENSG00000101966	ENST00000468691		"X-linked inhibitor of apoptosis, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:592]"	X	123859724	123913979
ENSG00000101966	ENST00000430625	ENSP00000400637	"X-linked inhibitor of apoptosis, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:592]"	X	123859724	123913979
ENSG00000101966	ENST00000371199	ENSP00000360242	"X-linked inhibitor of apoptosis, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:592]"	X	123859724	123913979
ENSG00000101966	ENST00000497640		"X-linked inhibitor of apoptosis, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:592]"	X	123859724	123913979
ENSG00000101966	ENST00000355640	ENSP00000347858	"X-linked inhibitor of apoptosis, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:592]"	X	123859724	123913979
ENSG00000101966	ENST00000468503		"X-linked inhibitor of apoptosis, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:592]"	X	123859724	123913979
ENSG00000101966	ENST00000496602		"X-linked inhibitor of apoptosis, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:592]"	X	123859724	123913979
ENSG00000101966	ENST00000434753	ENSP00000395230	"X-linked inhibitor of apoptosis, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:592]"	X	123859724	123913979
ENSG00000230590	ENST00000603672		"FTX transcript, XIST regulator (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:37190]"	X	73963955	74293574
ENSG00000230590	ENST00000602812		"FTX transcript, XIST regulator (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:37190]"	X	73963955	74293574
ENSG00000230590	ENST00000602420		"FTX transcript, XIST regulator (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:37190]"	X	73963955	74293574
ENSG00000230590	ENST00000430772		"FTX transcript, XIST regulator (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:37190]"	X	73963955	74293574
ENSG00000230590	ENST00000602576		"FTX transcript, XIST regulator (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:37190]"	X	73963955	74293574
ENSG00000230590	ENST00000602776		"FTX transcript, XIST regulator (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:37190]"	X	73963955	74293574
ENSG00000230590	ENST00000429124		"FTX transcript, XIST regulator (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:37190]"	X	73963955	74293574
ENSG00000230590	ENST00000418855		"FTX transcript, XIST regulator (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:37190]"	X	73963955	74293574
ENSG00000230590	ENST00000455395		"FTX transcript, XIST regulator (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:37190]"	X	73963955	74293574
ENSG00000230590	ENST00000423992		"FTX transcript, XIST regulator (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:37190]"	X	73963955	74293574
ENSG00000101940	ENST00000470124	ENSP00000480532	WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352]	X	48590042	48608867
ENSG00000101940	ENST00000376729	ENSP00000365919	WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352]	X	48590042	48608867
ENSG00000101940	ENST00000218056	ENSP00000218056	WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352]	X	48590042	48608867
ENSG00000101940	ENST00000498631	ENSP00000484996	WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352]	X	48590042	48608867
ENSG00000101940	ENST00000486125	ENSP00000482667	WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352]	X	48590042	48608867
ENSG00000101940	ENST00000472440		WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352]	X	48590042	48608867
ENSG00000101940	ENST00000492715		WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352]	X	48590042	48608867
ENSG00000101940	ENST00000479279		WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352]	X	48590042	48608867
ENSG00000101940	ENST00000466962		WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352]	X	48590042	48608867
ENSG00000101940	ENST00000495575		WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352]	X	48590042	48608867
ENSG00000101940	ENST00000482760	ENSP00000483191	WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352]	X	48590042	48608867
ENSG00000101940	ENST00000492873		WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352]	X	48590042	48608867
ENSG00000261101	ENST00000564612			X	101627868	101628523
ENSG00000279422	ENST00000624313			X	49165576	49165972
ENSG00000231725	ENST00000438988		vomeronasal 1 receptor 110 pseudogene [Source:HGNC Symbol;Acc:HGNC:37438]	X	48636165	48637135
ENSG00000147160	ENST00000276101	ENSP00000421172	acyl-CoA wax alcohol acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:23251]	X	70040542	70049938
ENSG00000147160	ENST00000440401	ENSP00000427523	acyl-CoA wax alcohol acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:23251]	X	70040542	70049938
ENSG00000147160	ENST00000443056		acyl-CoA wax alcohol acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:23251]	X	70040542	70049938
ENSG00000223498	ENST00000426556			X	16897651	16898521
ENSG00000029993	ENST00000419110	ENSP00000410354	high mobility group box 3 [Source:HGNC Symbol;Acc:HGNC:5004]	X	150980509	150990775
ENSG00000029993	ENST00000325307	ENSP00000359393	high mobility group box 3 [Source:HGNC Symbol;Acc:HGNC:5004]	X	150980509	150990775
ENSG00000029993	ENST00000455596	ENSP00000405601	high mobility group box 3 [Source:HGNC Symbol;Acc:HGNC:5004]	X	150980509	150990775
ENSG00000029993	ENST00000430118	ENSP00000417027	high mobility group box 3 [Source:HGNC Symbol;Acc:HGNC:5004]	X	150980509	150990775
ENSG00000029993	ENST00000448905	ENSP00000442758	high mobility group box 3 [Source:HGNC Symbol;Acc:HGNC:5004]	X	150980509	150990775
ENSG00000165349	ENST00000374299	ENSP00000363417	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 3 [Source:HGNC Symbol;Acc:HGNC:11061]"	X	70925582	70931125
ENSG00000165349	ENST00000298085	ENSP00000298085	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 3 [Source:HGNC Symbol;Acc:HGNC:11061]"	X	70925582	70931125
ENSG00000068400	ENST00000619149		GRIP1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18706]	X	48973720	49002264
ENSG00000068400	ENST00000593475	ENSP00000469842	GRIP1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18706]	X	48973720	49002264
ENSG00000068400	ENST00000622599	ENSP00000477574	GRIP1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18706]	X	48973720	49002264
ENSG00000068400	ENST00000376423	ENSP00000365606	GRIP1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18706]	X	48973720	49002264
ENSG00000068400	ENST00000619107	ENSP00000480856	GRIP1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18706]	X	48973720	49002264
ENSG00000068400	ENST00000473581		GRIP1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18706]	X	48973720	49002264
ENSG00000068400	ENST00000611757		GRIP1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18706]	X	48973720	49002264
ENSG00000068400	ENST00000488361		GRIP1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18706]	X	48973720	49002264
ENSG00000068400	ENST00000474512		GRIP1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18706]	X	48973720	49002264
ENSG00000068400	ENST00000621664	ENSP00000480180	GRIP1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18706]	X	48973720	49002264
ENSG00000068400	ENST00000622231	ENSP00000482629	GRIP1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18706]	X	48973720	49002264
ENSG00000068400	ENST00000617369	ENSP00000480042	GRIP1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18706]	X	48973720	49002264
